Nam_Type_Istoch;List_RN
ПТ-44.В01.05;титан-44
ПТ44В.012;титан-44
ПТ44В.015;титан-44
2СО-804;стронций-90; иттрий-90
2СО-805;стронций-90; иттрий-90
2СО-806;стронций-90; иттрий-90
2Т4;таллий-204
2У4;уран-234
2У4-101;уран-234
2У4-102;уран-234
2У4-161;уран-234
2У4-162;уран-234
2У4-251;уран-234
2У4-401;уран-234
2У4-630;уран-234
2У4-631;уран-234
2У8;уран-238
2У8-101;уран естественный
2У8-161;уран естественный
2У8-630;уран естественный
3арп-9;плутоний-239
3брс-0;стронций-90
3КО;кобальт-60
3П9;плутоний-239
3П9-102;плутоний-239
3П9-103;плутоний-239
3П9-104;плутоний-239
РК109рГ1.4;кадмий-109
РК109рГ1.5;кадмий-109
РК109рГ2.1;кадмий-109
РК109рГ2.2;кадмий-109
РК109рГ2.3;кадмий-109
РК109рГ2.4;кадмий-109
РК109рГ2.5;кадмий-109
РК109ЦГ2.4;кадмий-109
РК109ЦГ2.5;кадмий-109
РКГ109;кадмий-109
РКГ109рГ1.1;кадмий-109
РКГ109рГ1.2;кадмий-109
РКГ109рГ1.3;кадмий-109
РКГ109рГ1.4;кадмий-109
РКГ109рГ1.5;кадмий-109
РКГ109рГ2.1;кадмий-109
РКГ109рГ2.2;кадмий-109
РКГ109рГ2.3;кадмий-109
РКГ109рГ2.4;кадмий-109
РКГ109рГ2.5;кадмий-109
РН93.ВКЗ.01;ниобий-93м
РПН-1;таллий-204
CDC.705;цезий-137
CDC.70550;цезий-137
CDC.706;цезий-137
CDC.70650;цезий-137
CDC.707;цезий-137
CDC.708;цезий-137
CDC.709;цезий-137
CDC.710;цезий-137
CDC.711;цезий-137
CDC.800;цезий-137
CDC.801;цезий-137
CDC.802;цезий-137
CDC.803;цезий-137
CDC.804;цезий-137
CDC.805;цезий-137
CDC.80550;цезий-137
CDC.806;цезий-137
CDC.80650;цезий-137
CDC.807;цезий-137
GK60T03;кобальт-60
GM-212.13.010;иридий-192
GNa2.x;натрий-22
GOG;кобальт-60
GOG-101;кобальт-60
GOG-102;кобальт-60
GOG-103;кобальт-60
GOG-104;кобальт-60
GOG-111;кобальт-60
GOG-112;кобальт-60
GOG-131;кобальт-60
GOG-132;кобальт-60
GPu8-C3;плутоний-238; углерод-13
GRa6.1;радий-226
GRa6.1.2P2;радий-226
GRa6.1.P1;радий-226
GRa6.1.P2;радий-226
GSR-J;цезий-137
GSR-Z;цезий-137
GU5.P02.1206;уран-235
GZn5;цинк-65
GZn5.151;цинк-65
GZn5.152;цинк-65
H-1-37;радий-226
H-3;тритий
XCm4.133;кюрий-244
XCm4.2.06;кюрий-244
XCm4.2.09;кюрий-244
XFe5;железо-55
XFe5.07.D;железо-55
XFe5.07.D.4;железо-55
XFe5.07.D.X;железо-55
XFe5.1;железо-55
XFe5.131;железо-55
XFe5.1D;железо-55
XFe5.21;железо-55
XFe5.211;железо-55
XFe5.212;железо-55
XFe5.213;железо-55
XFe5.214;железо-55
XFe5.215;железо-55
XFe5.216;железо-55
XFe5.23;железо-55
XFe5.31;железо-55
XFe5.311;железо-55
XFe5.312;железо-55
XFe5.313;железо-55
XFe5.32;железо-55
XFe5.321;железо-55
XFe5.322;железо-55
XFe5.323;железо-55
XFe5.324;железо-55
YB936030300M;иттербий-169
YB936030600M;иттербий-169
Z 7;америций-241
Z 725;америций-241
Z 726;америций-241
Z 728;америций-241
Z 729;америций-241
Z 730;америций-241
Z 743;америций-241
Z 744;америций-241
Z 745;америций-241
Z 747;америций-241
Z 748;америций-241
Z 751;америций-241
Z 752;америций-241
А-10;плутоний-239
А-10-8;плутоний-239
А-24;плутоний-239
БИН-63-6;никель-63
БИН-ГХ-1;никель-63
БИН-ГХ-2;никель-63
БИН-ГХ-2а;никель-63
БИС-4АН;стронций-90; иттрий-90
БИС-50;стронций-90; иттрий-90
БИС-6А;стронций-90; иттрий-90
БИС-Б-2;стронций-90; иттрий-90
БИСГ-10;стронций-90; иттрий-90
БИС-К;стронций-90; иттрий-90
БИСЛ-1;стронций-90; иттрий-90
БИСЛ-3;стронций-90; иттрий-90
AM1N030008C;америций-241; бериллий
AM1N030016C;америций-241; бериллий
AM1N030018C;америций-241; бериллий
AM1N090001M;америций-241; бериллий
AM1N090010M;америций-241; бериллий
AM1N090100M;америций-241; бериллий
AM1N090350M;америций-241; бериллий
AM1N09-10002M;америций-241; бериллий
AM1N09-10005M;америций-241; бериллий
AM1N09-10010M;америций-241; бериллий
AM1N09-10100M;америций-241; бериллий
AM1N09-10200M;америций-241; бериллий
AM1P;америций-241
AM1P080001M;америций-241
AM1P080025M;америций-241
AM1P080050M;америций-241
AM1P080100M;америций-241
AM1P080200M;америций-241
AM1P0810001M;америций-241
AM1P0810025M;америций-241
AM1P0810050M;америций-241
AM1P0810100M;америций-241
AM1P0810150M;америций-241
AMC;америций-241
ГИТ-К-10;кобальт-60
ГИТ-К-11;кобальт-60
ГИТ-К-12;кобальт-60
ГИЦ-139;церий-139
ГИЦ-139-П;церий-139
ГИЦ-65;цинк-65
ГИЦ-65-1;цинк-65
ГИЦ-65-2;цинк-65
ГК57;кобальт-57
ГК57.ВД4.01;кобальт-57
ГК57.ВД4.02;кобальт-57
ГК57.ВД4.03;кобальт-57
ГК57.ВД4.04;кобальт-57
ГК57.ВД7.01;кобальт-57
ГК57.ВД7.02;кобальт-57
ГК57.ВД7.03;кобальт-57
ГК57.ВД7.04;кобальт-57
ГК57.ВТ2.01;кобальт-57
ГК57.ВТ2.02;кобальт-57
ГК57.ВТ2.03;кобальт-57
ГК57.ВТ2.3;кобальт-57
ГК57.ВТ2.4;кобальт-57
ГК57.ВТМ.1;кобальт-57
ГК57.ВТМ.2;кобальт-57
ГК57Г1.1;кобальт-57
ГК57Г1.2;кобальт-57
ГК57Г1.3;кобальт-57
ГК57Г1.4;кобальт-57
ГК60Р03.04;кобальт-60
ГК60Р03.05;кобальт-60
ГК60Р04;кобальт-60
ГК60РС;кобальт-60
С-41;радий-226
С-41-304;радий-226
С-41-305;радий-226
С-45;прометий-147
С-5;стронций-90; иттрий-90
С-6;стронций-90; иттрий-90
С-62;прометий-147
С-64;углерод-14
САДТРН-Н-10;нептуний-237
Самарий;самарий-151
СБ60;кобальт-60
СБИС-МН-2;стронций-90; иттрий-90
СБИС-МНА-1;стронций-90; иттрий-90
СВЗТ;тритий
СВЗТ-3-3 Стрелка;тритий
СВЗТ-3-5 Выход;тритий
СВЗТ-3-5 Стрелка;тритий
СГ-17.11.1 - СГ-17-11.2;калифорний-252
СГ-17-5.1 - СГ-17-5.2;калифорний-252
СГ-17-6.1 - СГ-17-6.2;калифорний-252
СГ-17-7.1 - СГ-17-7.2;калифорний-252
СГ-27.11.1 - СГ-27-11.2;калифорний-252
СГ-27-4.1 - СГ-27-4.2;калифорний-252
СГ-27-9.1 - СГ-27-9.2;калифорний-252
РЖ55.Р02Е.А;железо-55
РЖ55.Р09;железо-55
РЖ55.Р09А;железо-55
РЖ55.Р09А.Ж;железо-55
РЖ55.Р09А.И;железо-55
РЖ55.Р09А.К;железо-55
РЖ55.Р0В1.А;железо-55
РЖ55.Р10А.В;железо-55
РЖ55.Р10А.Г;железо-55
РЖ55.Р10А.Е;железо-55
РЖ55.р2а;железо-55
РИ125-2;йод-125
РИ125Г1.1;йод-125
РИ125Г1.2;йод-125
РИ125Г1.3;йод-125
CDC 804;цезий-137
CDC 805;цезий-137
CDC 808;цезий-137
CDC 809;цезий-137
CDC 810;цезий-137
CDC 90;цезий-137
XCd9.231;кадмий-109
XCd9.232;кадмий-109
XCd9.233;кадмий-109
XCd9.234;кадмий-109
XCd9.31;кадмий-109
XCd9.311;кадмий-109
XCd9.312;кадмий-109
XCd9.313;кадмий-109
XCd9.32;кадмий-109
XCd9.32.x;кадмий-109
XCd9.322;кадмий-109
XCd9.323;кадмий-109
XCd9.6.D.1;кадмий-109
XCd9.6.D.12;кадмий-109
XCd9.6.D.14;кадмий-109
XCm4;кюрий-244
XCm4.06;кюрий-244
XCm4.07;кюрий-244
XCm4.07.1;кюрий-244
XCm4.07.3;кюрий-244
XCm4.07.X;кюрий-244
XCm4.09;кюрий-244
XCm4.091;кюрий-244
ИБН-8;плутоний-239
ИБН-8-1;плутоний-238
ИБН-8-2;плутоний-238
ИБН-8-3;плутоний-238
ИБН-8-4;плутоний-238
ИБН-8-5;плутоний-238
ИБН-8-6;плутоний-238
ИБН-8-7;плутоний-238
C-51-3;радий-226
C-51-4;радий-226
C-62-11;радий-226
C-62-12;радий-226
CD932;кадмий-109
CD932040001M;кадмий-109
CD932040010M;кадмий-109
CD932040014M;кадмий-109
CD932040020M;кадмий-109
CD932040040M;кадмий-109
CD932050001M;кадмий-109
CD932050010M;кадмий-109
CD932050014M;кадмий-109
CD932050020M;кадмий-109
CD932050040M;кадмий-109
CD932050050M;кадмий-109
CD932150001M;кадмий-109
CD932150010M;кадмий-109
CD932150020M;кадмий-109
CD932150050M;кадмий-109
CD932360001M;кадмий-109
CD932360005M;кадмий-109
CD932360010M;кадмий-109
CDC;цезий-137
ИРИК-Д1;кадмий-109
ИРИК-Д1;кобальт-57
ИРИК-Д2;железо-55
ИРИК-Д2;кадмий-109
ИРИК-Д2;кобальт-57
ИРИК-Д3;кадмий-109
ИРИК-Д3;кобальт-57
ИРИК-Д4;кадмий-109
ИРИК-Д4;кобальт-57
ИРИК-Д5;кадмий-109
ИРИК-Д5;кобальт-57
ИРИК-Д6;кадмий-109
3У4-101;уран-234
3У4-102;уран-234
3У4-161;уран-234
3У4-162;уран-234
3У4-251;уран-234
MCo7.7;кобальт-57
MNTR-F ;тритий
EU234020010M;европий-152
2СО-211;стронций-90; иттрий-90
2СО-212;стронций-90; иттрий-90
2СО-213;стронций-90; иттрий-90
2СО-214;стронций-90; иттрий-90
2СО-215;стронций-90; иттрий-90
2СО-216;стронций-90; иттрий-90
2СО-321;стронций-90; иттрий-90
2СО-322;стронций-90; иттрий-90
2СО-323;стронций-90; иттрий-90
2СО-324;стронций-90; иттрий-90
2СО-325;стронций-90; иттрий-90
2СО-326;стронций-90; иттрий-90
2СО-531;стронций-90; иттрий-90
2СО-532;стронций-90; иттрий-90
2СО-533;стронций-90; иттрий-90
2СО-534;стронций-90; иттрий-90
2СО-535;стронций-90; иттрий-90
2СО-536;стронций-90; иттрий-90
2СО-801;стронций-90; иттрий-90
3П9-105;плутоний-239
3П9-106;плутоний-239
3П9-162;плутоний-239
3П9-163;плутоний-239
3П9-164;плутоний-239
3П9-165;плутоний-239
3П9-252;плутоний-239
3П9-253;плутоний-239
3П9-254;плутоний-239
3П9-255;плутоний-239
3П9-401;плутоний-239
3П9-402;плутоний-239
3П9-403;плутоний-239
3П9-404;плутоний-239
3П9-405;плутоний-239
3П9-631;плутоний-239
3П9-632;плутоний-239
3СО-807;стронций-90; иттрий-90
3Т4;таллий-204
3У4;уран-234
НК252М01.106;калифорний-252
НК252М01.108;калифорний-252
НК252М01.109;калифорний-252
НК252М01.207;калифорний-252
НК252М01.506;калифорний-252
НК252М01.507;калифорний-252
НК252М01.508;калифорний-252
НК252М11.13;калифорний-252
НК252М11.16;калифорний-252
НК252М11.17;калифорний-252
НК252М11.18;калифорний-252
НК252М11.19;калифорний-252
ИБН-241-15-5;америций-241
ИБН-241-16-1;америций-241
ИБН-241-17-1;америций-241
GCo7.33;кобальт-57
GCo7.403;кобальт-57
GCo7.404;кобальт-57
GCo7-карандашный (без названия);кобальт-57
CDC 707;цезий-137
CDC 711;цезий-137
CDC 7901;цезий-137
CDC.3802;цезий-137
CDC.3803;цезий-137
CDC.3804;цезий-137
CDC.3805;цезий-137
CDC.3806;цезий-137
CDC.3807;цезий-137
CDC.3808;цезий-137
CDC.3809;цезий-137
CDC.3810;цезий-137
CDC.3811;цезий-137
CDC.3820;цезий-137
CDC.3821;цезий-137
CDC.38210;цезий-137
CDC.3822;цезий-137
CDC.3823;цезий-137
CDC.3824;цезий-137
CDC.3825;цезий-137
CDC.3826;цезий-137
CDC.3827;цезий-137
CDC.3828;цезий-137
CDC.3829;цезий-137
CDC.6202;цезий-137
CDC.701;цезий-137
CDC.702;цезий-137
RSL 6040;цезий-137
ОСГИ-3-1;олово-113
ОСГИ-3-1;ртуть-203
ОСГИ-3-1;титан-44
ОСГИ-3-1;торий-228
ОСГИ-3-1;тулий-170
ОСГИ-3-1;хлор-39
ОСГИ-3-1;цезий-134
ОСГИ-3-1;цезий-137
ОСГИ-3-1;церий-139
ОСГИ-3-1;цинк-65
ОСГИ-3-2;америций-241
ОСГИ-3-2;америций-243
ОСГИ-3-2;барий-133
ОСГИ-3-2;висмут-207
ОСГИ-3-2;гадолиний-153
ОСГИ-3-2;европий-152
ОСГИ-3-2;железо-55
ОСГИ-3-2;иттрий-88
ОСГИ-3-2;йод-125
CDC.1194;цезий-137
CDC.26205;цезий-137
CDC.3801;цезий-137
XFe5.33;железо-55
XFe5.34;железо-55
XFe5.35;железо-55
XFe5.42;железо-55
XI5;йод-125
XKr5.219;криптон-85
XN146;калифорний-252
XPu8;плутоний-238
XPu8.06;плутоний-238
XPu8.07;плутоний-238
XPu8.08;плутоний-238
XPu8.09;плутоний-238
XPu8.131;плутоний-238
РИЖ-55-I;железо-55
РИЖ-55-II;железо-55
РИЖ-55-III;железо-55
РИК;прометий-147
РИК-109;кадмий-109
РИК-109-III;кадмий-109
РИК-109Р;кадмий-109
РИК-109-р-111;кадмий-109
РИТ-238;плутоний-238
РИТ-238.НО32.85;плутоний-238
РИТ-238.РО41.050;плутоний-238
РИТ-238/75;плутоний-238
РИТ-238/86;плутоний-238
РИТ-238-0,1;плутоний-238
РИТ-238-0,14;плутоний-238
РИТ-90;стронций-90; иттрий-90
РИТ-90-180-45;стронций-90; иттрий-90
РИТ-90-200-45;стронций-90; иттрий-90
РИТ-90-220-45;стронций-90; иттрий-90
РИТ-90-230-45;стронций-90; иттрий-90
РИТ-90-230-95;стронций-90; иттрий-90
РИТ-90-260-45;стронций-90; иттрий-90
РИТ-90-290-45;стронций-90; иттрий-90
РИТ-90-29-45;стронций-90; иттрий-90
РИТ-90-530-45;стронций-90; иттрий-90
РИТ-90-580-45;стронций-90; иттрий-90
РИТ-90-650-45;стронций-90; иттрий-90
РИТ-90-680-45;стронций-90; иттрий-90
РИТ-90-800-45;стронций-90; иттрий-90
РИТ-К;плутоний-239
РИТМ;плутоний-238
РИТМ-10;плутоний-238
РИТМ-С-01;плутоний-238
РИТМ-С-02;плутоний-238
РИТМ-С-024;плутоний-238
РИТМ-С-02И;плутоний-238
РИТу-90;стронций-90
РИТу-90-102;стронций-90
РИТу-90-112;стронций-90
РИТу-90-123;стронций-90
РИТу-90-135;стронций-90
РИТу-90-148;стронций-90
РИТу-90-163;стронций-90
РИТу-90-179;стронций-90
РИТу-90-197;стронций-90
РИТу-90-20;стронций-90
РИТу-90-217;стронций-90
РИТу-90-22;стронций-90
РИТу-90-239;стронций-90
РИТу-90-24;стронций-90
РИТу-90-263;стронций-90
РИТу-90-27;стронций-90
РИТу-90-30;стронций-90
РИТу-90-300;стронций-90
CKC.6020;кобальт-60
CKC.6021;кобальт-60
CKC.6022;кобальт-60
CKC.6023;кобальт-60
CKUMZ;кобальт-60
CKUMZ001;кобальт-60
CKUMZ002;кобальт-60
CKUMZ003;кобальт-60
CKUMZ004;кобальт-60
CKUMZ005;кобальт-60
CLC;кюрий-244
CLC.13074;кюрий-244
CLC.13075;кюрий-244
MCo7.18;кобальт-57
MCo7.181;кобальт-57
MCo7.182;кобальт-57
MCo7.183;кобальт-57
MCo7.184;кобальт-57
CDC.703;цезий-137
CDC.704;цезий-137
MCo7.254;кобальт-57
MCo7.511;кобальт-57
BNi3;никель-63
BNi3.411;никель-63
BNi3.421;никель-63
BNi3.431;никель-63
BNi3.441;никель-63
XCd9.22.2;кадмий-109
БИТ-40;таллий-204
БИТ-4х24;таллий-204
БИТ-6;таллий-204
БИТ-М;таллий-204
БИТр;тритий
БИТр-1;тритий
БИТр-Г1;тритий
БИТр-Г2;тритий
БИТр-Г3;тритий
БИТр-Г4;тритий
ИРИС-2;стронций-90; иттрий-90
ИРИС-3;стронций-90; иттрий-90
ИРИТ-1;таллий-204
ИРИТ-2;таллий-204
ИРИТ-3;таллий-204
ИРИТ-4;таллий-204
ИРУС-1-1;стронций-90; иттрий-90
ИРУС-1-2;стронций-90; иттрий-90
ИРУС-1-3;стронций-90; иттрий-90
ИРУС-2;стронций-90; иттрий-90
ИРУС-М-1;стронций-90; иттрий-90
ИРУС-М-2;стронций-90; иттрий-90
NA230250500U;натрий-22
NBC;никель-63
NBC.1;никель-63
NBC.11;никель-63
NBC.12;никель-63
ГCs7.028.1;цезий-137
ГCs7.030.1;цезий-137
ГCs7.030.2;цезий-137
ГCs7.031.1;цезий-137
ГCs7.108;цезий-137
ГCs7.12.5;цезий-137
ГCs7.124;цезий-137
ГCs7.131;цезий-137
ГCs7.158;цезий-137
ОСАИ;кюрий-244
ОСАИ;нептуний-237
ОСАИ;плутоний-238
ОСАИ;плутоний-238; плутоний-239; кюрий-244
ОСАИ;плутоний-239
ОСАИ;радий-226
ОСАИ;торий-232
ОСАИ;уран-233
ОСАИ;уран-233; плутоний-238; плутоний-239
ОСАИ;уран-234
ОСАИ;уран-235
ОСАИ;уран-238
ОСАИ (Т);америций-241
ОСАИ (Т);кюрий-244
ОСАИ (Т);нептуний-237
ОСАИ (Т);плутоний-238
ОСАИ (Т);плутоний-238; плутоний-239; кюрий-244
ОСАИ (Т);плутоний-239
ОСАИ (Т);радий-226
ОСАИ (Т);торий-232
ОСАИ (Т);уран-233
ОСАИ (Т);уран-233; плутоний-238; плутоний-239
ОСАИ (Т);уран-234
ОСАИ (Т);уран-235
ОСАИ (Т);уран-238
ОСАИ-2;америций-241
ОСАИ-2;кюрий-244
ОСАИ-2;нептуний-237
ОСАИ-2;плутоний-238
ОСАИ-2;плутоний-238; плутоний-239; кюрий-244
ОСАИ-2;плутоний-239
ОСАИ-2;радий-226
ОСАИ-2;торий-232
ОСАИ-2;уран-233
ОСАИ-2;уран-233; плутоний-238; плутоний-239
ОСАИ-2;уран-234
ОСАИ-2;уран-235
ОСАИ-2;уран-238
ОСАИ-3-2;америций-241
ОСАИ-3-2;кюрий-244
ОСАИ-3-2;нептуний-237
ОСАИ-3-2;плутоний-238
ОСАИ-3-2;плутоний-238; плутоний-239; кюрий-244
ОСАИ-3-2;плутоний-239
ОСАИ-3-2;радий-226
ОСАИ-3-2;торий-232
ОСАИ-3-2;уран-233
ОСАИ-3-2;уран-233; плутоний-238; плутоний-239
ОСАИ-3-2;уран-234
ОСАИ-3-2;уран-235
ОСАИ-3-2;уран-238
ОСАИ-II;америций-241
ОСАИ-II;кюрий-244
ОСАИ-II;нептуний-237
ОСАИ-II;плутоний-238
ОСАИ-II;плутоний-238; плутоний-239; кюрий-244
ОСАИ-II;плутоний-239
ОСАИ-II;радий-226
ОСАИ-II;торий-232
ОСАИ-II;уран-233
ОСАИ-II;уран-233; плутоний-238; плутоний-239
ОСАИ-II;уран-234
ОСАИ-II;уран-235
ОСАИ-II;уран-238
ОСАИ-М;америций-241
ОСАИ-М;кюрий-244
ОСАИ-М;нептуний-237
ОСАИ-М;плутоний-238
ОСАИ-М;плутоний-238; плутоний-239; кюрий-244
ОСАИ-М;плутоний-239
ОСГИ-М;гадолиний-153
ОСГИ-М;европий-152
ОСГИ-М;железо-55
ОСГИ-М;иттрий-88
ОСГИ-М;йод-125
ОСГИ-М;кадмий-109
ОСГИ-М;кобальт-57
ОСГИ-М;кобальт-60
ОСГИ-М;марганец-54
ОСГИ-М;натрий-22
ОСГИ-М;олово-113
ОСГИ-М;ртуть-203
ОСГИ-М;титан-44
ОСГИ-М;торий-228
ОСГИ-М;тулий-170
ОСГИ-М;хлор-39
ОСГИ-М;цезий-134
ОСГИ-М;цезий-137
ОСГИ-М;церий-139
ОСГИ-М;цинк-65
ОСГИ-Р;америций-241
ОСГИ-Р;америций-243
ОСГИ-Р;барий-133
ОСГИ-Р;висмут-207
ОСГИ-Р;гадолиний-153
ОСГИ-Р;европий-152
ОСГИ-Р;железо-55
ОСГИ-Р;иттрий-88
ОСГИ-Р;йод-125
ОСГИ-Р;кадмий-109
ОСГИ-Р;кобальт-57
ОСГИ-Р;кобальт-60
ОСГИ-Р;марганец-54
ОСГИ-Р;натрий-22
ОСГИ-Р;олово-113
ОСГИ-Р;ртуть-203
ОСГИ-Р;титан-44
ОСГИ-Р;торий-228
ОСГИ-Р;тулий-170
ОСГИ-Р;хлор-39
ОСГИ-Р;цезий-134
ОСГИ-Р;цезий-137
ОСГИ-Р;церий-139
ОСГИ-Р;цинк-65
ОСИКЭ;калифорний-252
ОСНИГИ (А);америций-241
ОСНИГИ (Б);кобальт-60
П;полоний-210
П-9;плутоний-239
П9-490;плутоний-239
П9-491;плутоний-239
ИТОР-1;кобальт-60
К;кобальт-60
К-106;кобальт-60
К-110;кобальт-60
К-117;кобальт-60
К-12;кобальт-60
К-122;кобальт-60
К-14;кобальт-60
К-146;кобальт-60
К-17;кобальт-60
К-229-91;кобальт-60
К-3;кобальт-60
К-39;кобальт-60
К-3А;кобальт-60
К-4;кобальт-60
К-40;кобальт-60
К-419-84;кобальт-60
К-422;кобальт-60
К-43;кобальт-60
К-47;кобальт-60
К-48;кобальт-60
К-5;кобальт-60
К-51;кобальт-60
К-56;кобальт-60
К-58;кобальт-60
К-619;кобальт-60
К-65;кобальт-60
К7Л;кобальт-60
К-8;кобальт-60
Кактус;цезий-137
Кактус Р1/1;цезий-137
Кактус Р1/14;цезий-137
Кактус Р1/3;цезий-137
Кактус Р1/4;цезий-137
Кактус Р1/5;цезий-137
Кактус Р1/6;цезий-137
III-РИК-109р;кадмий-109
II-РИК-109р;кадмий-109
IRIK-D;железо-55
IRIK-D;кадмий-109
IRIK-D;кобальт-57
IV;кадмий-109
IV;кобальт-57
IV;плутоний-239
IV;цезий-137
IV ЯГР-ИГИК;кобальт-57
I-РИК-109р;кадмий-109
KAC;криптон-85
KAC.10881;криптон-85
KAC.10882;криптон-85
KAC.10883;криптон-85
KAC.10884;криптон-85
KAC.11401;криптон-85
KAC.11402;криптон-85
KAC.11403;криптон-85
KAC.11405;криптон-85
KAC.11410;криптон-85
KAC.2310;криптон-85
KAC.D3;криптон-85
KAC.D5;криптон-85
KACB;криптон-85
KACB 10884;криптон-85
KACB 11352;криптон-85
KACB 14466;криптон-85
KACK;криптон-85
KACK 2311;криптон-85
KACK 4243;криптон-85
KACK 5533;криптон-85
KACK 6581;криптон-85
KACK 7987;криптон-85
KACK 8004;криптон-85
KACK 8045;криптон-85
KR5;криптон-85
Kr5.E04;криптон-85
KR5NER584;криптон-85
KR5NER585;криптон-85
KR5NER586;криптон-85
KR5NER5870001C;криптон-85
KR5NER5870002C;криптон-85
KR5NER5870010M;криптон-85
KR5NER5870050M;криптон-85
KR5NER5870100M;криптон-85
KR5NER5870200M;криптон-85
KR5NER5870500M;криптон-85
KR5NER58800100M;криптон-85
KR5NER58800500M;криптон-85
KR5NER58801000M;криптон-85
KR5NER58802000M;криптон-85
KR5NER5882500M;криптон-85
KR5NER81700010M;криптон-85
KR5NER81700020M;криптон-85
KR5NER81700050M;криптон-85
KR5NER81700100M;криптон-85
MCo7.16;кобальт-57
MCo7.161;кобальт-57
GCo7.042;кобальт-57
GCo7.044;кобальт-57
GCo7.045;кобальт-57
GCo7.061;кобальт-57
GCo7.07;кобальт-57
GCo7.10;кобальт-57
GCo7.11;кобальт-57
GCo7.111;кобальт-57
GCo7.112;кобальт-57
GCo7.113;кобальт-57
GCo7.114;кобальт-57
GCo7.115;кобальт-57
GCo7.12;кобальт-57
GCo7.123;кобальт-57
GCo7.13;кобальт-57
GCo7.14;кобальт-57
ГИ192М56.125;иридий-192
ГИ192М56.85;иридий-192
ГИ192М57;иридий-192
ГИ192М57.135;иридий-192
ГИ192М57.150;иридий-192
ГИ192М57.165;иридий-192
ГИ192М58;иридий-192
ГИ192М61;иридий-192
ГИ192М62;иридий-192
ГИ192М63;иридий-192
ГИ192М85;иридий-192
ГИГ-153-V;гадолиний-153
ГИД-Ц;цезий-137
ГИД-Ц-1;цезий-137
ГИД-Ц-1-1;цезий-137
ГИД-Ц-2;цезий-137
ГИД-Ц-2-1;цезий-137
ГИД-Ц-2-4;цезий-137
ГИД-Ц-2-6;цезий-137
ГИД-Ц-3;цезий-137
ГИД-Ц-3-1;цезий-137
ГИД-Ц-4;цезий-137
ГИД-Ц-4-1;цезий-137
ГИД-Ц-5;цезий-137
ГИД-Ц-5-1;цезий-137
ГИД-Ц-6;цезий-137
ГИД-Ц-6-1;цезий-137
ГИИД;иридий-192
ГИИД-0;иридий-192
АЛЬФА;плутоний-238
АНИ;кюрий-248
АП239. А05.105;плутоний-239
Аппарат ЛБ;уран-238
Аппарат РБ;уран-238
Аппарат СА;уран-238
Аппарат ТБ;уран-238
АРИА-241-1;америций-241
АРИА-241-2;америций-241
АСС;криптон-85
АСС-С;криптон-85
Б-10;стронций-90; иттрий-90
Б-105.155;стронций-90; иттрий-90
Б-16;стронций-90; иттрий-90
Б-24;стронций-90; иттрий-90
Б-30.80;стронций-90; иттрий-90
X 2153;цезий-137
XAm1;америций-241
XAm1.06;америций-241
XAm1.07;америций-241
XAm1.08;америций-241
XAm1.09;америций-241
XAm1.131;америций-241
XAm1.132;америций-241
XAm1.133;америций-241
XBa3.06;барий-133
XBa3.061.4;барий-133
XCd9;кадмий-109
XCd9.01;кадмий-109
XCd9.06;кадмий-109
XCd9.061;кадмий-109
XCd9.061.2;кадмий-109
XCd9.061.X;кадмий-109
XCd9.131;кадмий-109
XCd9.132;кадмий-109
XCd9.133;кадмий-109
XCd9.21;кадмий-109
CO030110100M;кобальт-60
CO030110100U;кобальт-60
CO030110500U;кобальт-60
CO030150001M;кобальт-60
CO030150005M;кобальт-60
CO030150010M;кобальт-60
CO030150050M;кобальт-60
CO030150100M;кобальт-60
ИГИ-Е-1-2;европий-152; европий-154
ИГИ-Е-1-3;европий-152; европий-154
ИГИ-Ир;иридий-192
ИГИ-Ир-0;иридий-192
ИГИ-Ир-0-1;иридий-192
ИГИ-Ир-0-2;иридий-192
ИГИ-Ир-0-3;иридий-192
ИГИ-Ир-0-4;иридий-192
ИГИ-Ир-0-5;иридий-192
ИГИ-Ир-1;иридий-192
ИГИ-Ир-1-1;иридий-192
ИГИН-22;натрий-22
ИГИ-РСД-А-1;америций-241
ИГИ-РСД-А-2;америций-241
ИГИ-РСД-К-1;кобальт-60
ИГИ-РСД-К-2;кобальт-60
ИГИ-РСД-Ц-1;цезий-137
ИГИ-РСД-Ц-2;цезий-137
ИГИ-С-0;серебро-110м
ИГИ-С-0-1;серебро-110м
ИГИ-С-0-2;серебро-110м
ИГИ-С-0-3;серебро-110м
ИГИ-С-0-4;серебро-110м
ИГИ-С-0-5;серебро-110м
ИГИ-С-0-6;серебро-110м
ИГИ-Се;селен-75
ИГИ-Се-0-1;селен-75
ИГИ-Се-2;селен-75
ИГИ-Се-2-1;селен-75
ИГИ-Се-2-2;селен-75
ИГИ-Се-2-3;селен-75
ИГИ-Се-2-4;селен-75
ИГИ-Се-2-5;селен-75
ИГИ-Се-4;селен-75
ИГИ-Се-4-1;селен-75
ИГИ-Се-4-3;селен-75
ИГИ-Се-5;селен-75
ИГИ-Се-5-1;селен-75
ИГИ-Се-5-2;селен-75
ИГИ-Се-5-3;селен-75
ИГИ-Се-6-1;селен-75
ИГИ-Се-6-2;селен-75
ИГИ-Се-7-1;селен-75
ИГИ-Се-7-2;селен-75
ИГИ-Се-8-1;селен-75
ИГИ-Се-8-2;селен-75
ИГИ-Се-8-3;селен-75
ИГИ-Су;сурьма-124
