Nam_Type_Istoch;List_RN
ИНК-8;калифорний-252
ИНК-9;калифорний-252
ИНК-М;калифорний-252
ИНКМ-3 30-2;калифорний-252
ИНКМ-3 30-2А;калифорний-252
ГИ192М55.55;иридий-192
ГИ192М55.65;иридий-192
ГИ192М55.75;иридий-192
ГИ192М56;иридий-192
ГИ192М56.105;иридий-192
ГИК-9-1;кобальт-60
ГИК-9-2;кобальт-60
ГИК-9-3;кобальт-60
ГИК-9-4;кобальт-60
ГИК-9-5;кобальт-60
ГИК-VII;кобальт-60
ГИК-А2Н;кобальт-60
ГИК-А2С;кобальт-60
ГИК-А3;кобальт-60
ГИК-А3М;кобальт-60
ГИК-А5;кобальт-60
ГИК-А6;кобальт-60
ГИК-А6М;кобальт-60
ГИК-К-10;кобальт-60
ГИК-К-11;кобальт-60
ГИК-К-12;кобальт-60
ГИК-Р2 005;кобальт-60
ГИК-ТС5;кобальт-60
ГИК-ФХИ-1-1;кобальт-60
ГИК-ФХИ-1-2;кобальт-60
ГИН-22-1;натрий-22
ГИН-22-2;натрий-22
ГИН-22-3;натрий-22
ГИН-22-4;натрий-22
ГИО-МАК-I;олово-119м
ГИО-МАК-II;олово-119м
СГ-56-5.1 - СГ-56-5.2;калифорний-252
СГ-57-7.1 - СГ-57-7.2;калифорний-252
СГ-57-9.1 - СГ-46-9.2;калифорний-252
СГ-66-6.1 - СГ-66-6.2;калифорний-252
ГК60Т03;кобальт-60
ГК60Т04;кобальт-60
ГК60Т04-1;кобальт-60
ГК60Т04-3;кобальт-60
ГК60Т05;кобальт-60
ГК60Т05-1;кобальт-60
ИРИК-АД-4;кадмий-109
РИ125Г1.4;йод-125
РИ-575;цезий-137
РИБ;прометий-147
SR032030050M;стронций-90
V;кобальт-57
V;цезий-137
BKr5.263;криптон-85
BKr5.267;криптон-85
BKr5.274;криптон-85
BKr5.277;криптон-85
BKr5.285;криптон-85
BKr5.285;криптон-85
BKr5.291;криптон-85
BKr5.294;криптон-85
BKr5.P02;криптон-85
BKr5.Р02.204;криптон-85
BKr5.Р02.212;криптон-85
ОСГИ;цинк-65
ОСГИ-2;барий-133
ОСГИ-3;америций-241
ОСГИ-3;америций-243
ОСГИ-3;барий-133
ОСГИ-3;висмут-207
ОСГИ-3;гадолиний-153
ОСГИ-3;европий-152
ОСГИ-3;железо-55
ОСГИ-3;иттрий-88
ОСГИ-3;йод-125
ОСГИ-3;кадмий-109
ОСГИ-3;кобальт-57
ОСГИ-3;кобальт-60
ОСГИ-3;марганец-54
ОСГИ-3;натрий-22
ОСГИ-3;олово-113
ОСГИ-3;ртуть-203
ОСГИ-3;титан-44
ОСГИ-3;торий-228
ОСГИ-3;тулий-170
ОСГИ-3;хлор-39
ОСГИ-3;цезий-134
ОСГИ-3;цезий-137
ОСГИ-3;церий-139
ОСГИ-3;цинк-65
ОСГИ-3-1;америций-241
ОСГИ-3-1;америций-243
ОСГИ-3-1;барий-133
ОСГИ-3-1;висмут-207
ОСГИ-3-1;гадолиний-153
ОСГИ-3-1;европий-152
ОСГИ-3-1;железо-55
ОСГИ-3-1;иттрий-88
ОСГИ-3-1;йод-125
ПФ3-120;
ПФ7-01;
ПФ7-02;
ПФ7-02М;
ПФ9;
ПФ9м;
Р-1;радий-226
Р2;рутений-106
Р-22;никель-63
Р-22;прометий-147
Р-22;тритий
Р-26;никель-63
Р-26;прометий-147
Р-26;тритий
Р2608;кобальт-60
Р2608-100;кобальт-60
Р3;рутений-106
Р4;рутений-106
Р-4;радий-226
Р5;рутений-106
Р6;рутений-106
Р7;рутений-106
Р-90;тритий
РCd9;кадмий-109
ГCs7.169;цезий-137
ГCs7.186;цезий-137
ГCs7.219;цезий-137
ГCs7.912.8;цезий-137
ГRa6.x;радий-226
ГU5;уран-235
ГU5.P01;уран-235
ГU5.P02;уран-235
ГК60Т05-2;кобальт-60
ГК60Т05-3;кобальт-60
ГК60Т06;кобальт-60
ГК60ТВ4;кобальт-60
ГК60ТВ51;кобальт-60
ГК60ТВ6;кобальт-60
ГК60ТВ9;кобальт-60
ГНТ;тритий
ГНТ1-143;тритий
ГНТ1-143(L);тритий
ГНТ1-143(а);тритий
ГНТ1-143L;тритий
ГНТ1-32;тритий
ГНТ1-32М;тритий
ГНТ1-42;тритий
ИБИРЗН-63 IIa;никель-63
ИБИРЗН-63 IIб;никель-63
ИБИРЗН-63 IIб-1;никель-63
ИБИРЗН-63 IIб-I;никель-63
ИБИРЗН-63 Iа;никель-63
ИБИРЗН-63 Iб;никель-63
ИБИРЗН-63 тип 1;никель-63
ИБИРЗН-63 тип 2б;никель-63
ИБИРЗН-63 тип 2б-1;никель-63
ИБИРЗН-63 тип IIб;никель-63
ИБИРЗН-63 тип IIб-1;никель-63
ИБИРЗН-63 тип а;никель-63
ИБИРЗН-63-1;никель-63
ИБИРЗН-63-2а;никель-63
ИБИРЗН-63-2б;никель-63
ИБИРЗН-63-2б-1;никель-63
ИБИРЗН-63-2би;никель-63
ИБИРЗН-63-I;никель-63
ИБИРЗН-63-IIа;никель-63
ИБИРЗН-63-IIб;никель-63
ИБН-1;плутоний-239
ИБН-10;плутоний-239
ИБН-11;плутоний-239
ИБН-12;плутоний-239
ИБН-13;плутоний-239
ИБН-14;плутоний-239
ИБН-15;плутоний-239
ИБН-16;плутоний-239
ИБН-17;плутоний-239
ИБН-18;плутоний-239
ИБН-19;плутоний-239
ИБН-2;плутоний-239
ИБН-20;плутоний-239
ИБН-21;плутоний-239
ИБН-22;плутоний-239
ИБН-23;плутоний-239
ИБН-24;плутоний-239
ИБН-241-10-1;америций-241
ИБН-241-10-2;америций-241
ИБН-241-10-3;америций-241
ИБН-241-1-1;америций-241
ИБН-241-11-1;америций-241
ИБН-241-11-2;америций-241
ИБН-241-12-1;америций-241
ИБН-241-12-2;америций-241
ИБН-241-13-1;америций-241
ИБН-241-14-1;америций-241
ИБН-241-14-2;америций-241
ИБН-241-14-3;америций-241
ИБН-241-14-4;америций-241
ИБН-241-14-5;америций-241
ИБН-241-14-6;америций-241
ИБН-241-14-7;америций-241
ИБН-241-14-8;америций-241
GCo7.033;кобальт-57
GCo7.041;кобальт-57
5СО-804;стронций-90; иттрий-90
5СО-805;стронций-90; иттрий-90
5СО-806;стронций-90; иттрий-90
5СО-807;стронций-90; иттрий-90
5Т4;таллий-204
5У4;уран-234
5У4-102;уран-234
5У4-162;уран-234
5У4-252;уран-234
5У4-401;уран-234
5У4-402;уран-234
5У4-631;уран-234
5У4-632;уран-234
5У8;уран-238
5У8-102;уран-238
5У8-162;уран-238
5У8-252;уран-238
5У8-401;уран-238
5У8-402;уран-238
5У8-631;уран-238
6а;плутоний-239
6арп-9;плутоний-239
6брс-0;стронций-90
6П9;плутоний-239
6П9-102;плутоний-239
6П9-103;плутоний-239
6П9-104;плутоний-239
6П9-105;плутоний-239
6П9-106;плутоний-239
6П9-107;плутоний-239
6П9-162;плутоний-239
6П9-163;плутоний-239
6П9-164;плутоний-239
6П9-165;плутоний-239
6П9-166;плутоний-239
6П9-167;плутоний-239
6П9-252;плутоний-239
6П9-253;плутоний-239
6П9-254;плутоний-239
6П9-255;плутоний-239
6П9-256;плутоний-239
6П9-402;плутоний-239
6П9-403;плутоний-239
6П9-404;плутоний-239
6П9-405;плутоний-239
6П9-406;плутоний-239
EU230150100U;европий-152
EU230150250U;европий-152
EU230150500U;европий-152
EU230240001M;европий-152
EU230240005M;европий-152
БИС-Ф;стронций-90; иттрий-90
БИТ;таллий-204
БИТ-10;таллий-204
БИТ-14;таллий-204
БИТ-20;таллий-204
БИТ-30;таллий-204
CDC 91;цезий-137
РИТу-90-467;стронций-90
РИТу-90-48;стронций-90
РИТу-90-513;стронций-90
РИТу-90-53;стронций-90
РИТу-90-564;стронций-90
РИТу-90-58;стронций-90
РИТу-90-620;стронций-90
РИТу-90-64;стронций-90
РИТу-90-682;стронций-90
РИТу-90-70;стронций-90
РИТу-90-750;стронций-90
РИТу-90-77;стронций-90
РИТу-90-825;стронций-90
РИТу-90-85;стронций-90
РИТу-90-908;стронций-90
РИТу-90-93;стронций-90
РК109;кадмий-109
РК109.Р03;кадмий-109
РК109.Р04;кадмий-109
РК109-III-ЦГ2.4;кадмий-109
РК109рГ1.1;кадмий-109
РК109рГ1.2;кадмий-109
РК109рГ1.3;кадмий-109
CF230360010U;калифорний-252
CF230360100N;калифорний-252
CF230360500U;калифорний-252
CH3 P07 2/6/3;тритий
CH3 Р05 13/20/З;тритий
CH3 Р05 2/15/З;тритий
CH3 Р05 7/20/3;тритий
CKC;кобальт-60
CKC.6001;кобальт-60
CKC.6002;кобальт-60
CKC.6003;кобальт-60
CKC.6004;кобальт-60
CKC.6005;кобальт-60
CKC.6006;кобальт-60
CKC.6007;кобальт-60
CKC.6008;кобальт-60
CKC.6009;кобальт-60
CKC.6010;кобальт-60
CKC.6011;кобальт-60
CKC.6012;кобальт-60
CKC.6013;кобальт-60
ИРИК-АД-5;кадмий-109
ИРИК-АД-6;кадмий-109
ИРИК-АК-1;кадмий-109
ИРИК-АК-2;кадмий-109
ИРИК-АК-3;кадмий-109
ИРИК-АК-4;кадмий-109
ИРИК-АТ-1;кадмий-109
ИРИК-АТ-2;кадмий-109
ИРИК-АТ-3;кадмий-109
ИРИК-АТ-4;кадмий-109
ИРИК-АТ-5;кадмий-109
ИРИК-Д;железо-55
ИРИК-Д;кадмий-109
ИРИК-Д;кобальт-57
ИРИК-Д1;железо-55
ГК57Г2.7;кобальт-57
ГК57Г2.8;кобальт-57
ГК57Г2.9;кобальт-57
ГК60;кобальт-60
ГК60М;кобальт-60
ГК60М11.105;кобальт-60
ГК60М11.110;кобальт-60
ГК60М11.115;кобальт-60
ГК60М11.125;кобальт-60
ГК60М11.75;кобальт-60
ГК60М11.85;кобальт-60
ГК60М11.95;кобальт-60
ГК60М12.105;кобальт-60
ГК60М12.115;кобальт-60
ГК60М12.120;кобальт-60
ГК60М12.85;кобальт-60
ГК60М12.95;кобальт-60
ГК60М22.11;кобальт-60
ГК60М22.111;кобальт-60
ГК60М313;кобальт-60
РCd9.061.1;кадмий-109
РCd9.061.2;кадмий-109
CDC 3803;цезий-137
CS7P17-10001C;цезий-137
CO732050100M;кобальт-57
CO732050500U;кобальт-57
НК252М212.26;калифорний-252
НК252М212.56;калифорний-252
НК252М212.76;калифорний-252
НК252М213.16;калифорний-252
НК252М213.26;калифорний-252
НК252М213.56;калифорний-252
НК252М213.76;калифорний-252
НК252М221.16;калифорний-252
НК252М221.26;калифорний-252
НК252М221.56;калифорний-252
НК252М221.76;калифорний-252
НК252М222.16;калифорний-252
НК252М222.26;калифорний-252
НК252М222.56;калифорний-252
НК252М222.76;калифорний-252
НК252М223.16;калифорний-252
НК252М223.26;калифорний-252
НК252М223.56;калифорний-252
НК252М223.76;калифорний-252
НК252М231.17;калифорний-252
НК252М231.27;калифорний-252
НК252М231.56;калифорний-252
НК252М231.57;калифорний-252
НК252М231.76;калифорний-252
НК252М231.77;калифорний-252
НК252М232.17;калифорний-252
НК252М232.27;калифорний-252
НК252М232.56;калифорний-252
НК252М232.57;калифорний-252
НК252М232.76;калифорний-252
НК252М232.77;калифорний-252
НК252М233.17;калифорний-252
НК252М233.27;калифорний-252
НК252М233.56;калифорний-252
НК252М233.57;калифорний-252
НК252М233.76;калифорний-252
НК252М233.77;калифорний-252
НК252М241.17;калифорний-252
НК252М241.27;калифорний-252
НК252М241.56;калифорний-252
НК252М241.57;калифорний-252
НК252М241.76;калифорний-252
НК252М241.77;калифорний-252
НК252М242.17;калифорний-252
НК252М242.27;калифорний-252
НК252М242.56;калифорний-252
НК252М242.57;калифорний-252
НК252М242.76;калифорний-252
НК252М242.77;калифорний-252
НК252М243.17;калифорний-252
НК252М243.27;калифорний-252
НК252М243.56;калифорний-252
НК252М243.57;калифорний-252
НК252М243.76;калифорний-252
НК252М243.77;калифорний-252
НК252М31.16;калифорний-252
НК252М31.26;калифорний-252
НК252М31.56;калифорний-252
НК252М31.76;калифорний-252
EU230240500U;европий-152
EU232010001M;европий-152
EU232010005M;европий-152
EU232010010M;европий-152
EU232010100U;европий-152
EU232010250U;европий-152
EU232010500U;европий-152
CP17.140;селен-75
CO738070010M;кобальт-57
CO738070025M;кобальт-57
CO738070050M;кобальт-57
CO738070100M;кобальт-57
CO738070500U;кобальт-57
CP17.10;селен-75
CP17.111;селен-75
CKC.6014;кобальт-60
CKC.6015;кобальт-60
CKC.6016;кобальт-60
CKC.6017;кобальт-60
CKC.6018;кобальт-60
CKC.6019;кобальт-60
ИБН-8-8;плутоний-238
ИБН-8-9;плутоний-238
ИБН-9;плутоний-239
ИВГИ;калифорний-252
ИГИА;америций-241
ИГИА-1;америций-241
ИГИА-10;америций-241
ИГИА-11;америций-241
ИГИА-1-1;америций-241
ИГИА-12;америций-241
ИГИА-1-2;америций-241
ИГИА-13;америций-241
ИГИА-1-3;америций-241
ИГИА-14;америций-241
ИГИА-1-4;америций-241
ИГИА-1-5;америций-241
ИГИА-1м;америций-241
ИГИА-1м-1;америций-241
ИГИА-1м-2;америций-241
ИГИА-1м-3;америций-241
ИГИА-1м-4;америций-241
ИГИА-1м-5;америций-241
ИГИА-2;америций-241
ИГИА-2м;америций-241
ИГИА-3;америций-241
MCo7.111;кобальт-57
MCo7.112;кобальт-57
MCo7.1121;кобальт-57
MCo7.1122;кобальт-57
6СО;стронций-90; иттрий-90
6СО-132;стронций-90; иттрий-90
6СО-133;стронций-90; иттрий-90
6СО-134;стронций-90; иттрий-90
6СО-135;стронций-90; иттрий-90
6СО-136;стронций-90; иттрий-90
6СО-137;стронций-90; иттрий-90
6СО-138;стронций-90; иттрий-90
6СО-212;стронций-90; иттрий-90
6СО-213;стронций-90; иттрий-90
6СО-214;стронций-90; иттрий-90
6СО-215;стронций-90; иттрий-90
6СО-216;стронций-90; иттрий-90
6СО-217;стронций-90; иттрий-90
6СО-218;стронций-90; иттрий-90
6СО-322;стронций-90; иттрий-90
6СО-323;стронций-90; иттрий-90
6СО-324;стронций-90; иттрий-90
6СО-325;стронций-90; иттрий-90
6СО-326;стронций-90; иттрий-90
6СО-327;стронций-90; иттрий-90
AM1G220050M;америций-241
AM1G220100M;америций-241
AM1G220200M;америций-241
AM1G220300M;америций-241
AM1G330100M;америций-241
AM1G330200M;америций-241
AM1G330300M;америций-241
AM1G330500M;америций-241
AM1G440250M;америций-241
AM1G440500M;америций-241
AMCK 316;америций-241
AMCK 336;америций-241
AMCK 3717;америций-241
AMCK 4269;америций-241
AMCK 445;америций-241
AMCK 5490;америций-241
AMCK 6178;америций-241
AMCK 6576;америций-241
AMCK 6693;америций-241
AMCK 7703;америций-241
AMCK 8122;америций-241
AMCK 8248;америций-241
AMCK 8313;америций-241
AMCQ;америций-241
AMCQ 4064;америций-241
AMCQ 7540;америций-241
AMMK;америций-241
AMMK1235;америций-241
AMMK3457;америций-241
AMMK5588;америций-241
AMMK5597;америций-241
AMMK6045;америций-241
AMMK7169;америций-241
AM1G440750M;америций-241
1СО-323;стронций-90; иттрий-90
1СО-324;стронций-90; иттрий-90
1СО-325;стронций-90; иттрий-90
AM1G441000M;америций-241
AM1G551000M;америций-241
AM1G552000M;америций-241
AM1G553000M;америций-241
AM1N;америций-241; бериллий
AM1N020001M;америций-241; бериллий
AM1N020010M;америций-241; бериллий
